Dewey,Title,Subject,CheckoutDate,CheckoutCount,DaysCheckedOut,Topic,Contribution,TopicTerms,,,,,,,,
974,Penhallows Indian wars a facsimile reprint of the first edition printed in Boston in 1726 with the notes of earlier editors and additions from the original manuscript,Indians of North America Wars 1600 1750,38649,3,3545,29,0.313,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
709,Futurist manifestos,Art Modern 20th century,38651,146,69,18,0.5,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
770,Diane Arbus a biography,Photographers United States Biography,38651,88,67,34,0.2,encyclopedias virginia development africa mathematics house special decoration va drawings,,,,,,,,
343,Ernst Young tax guide,Income tax Law and legislation United States Popular works,38651,822,72,12,0.7,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
291,Gods and goddesses a treasury of deities and tales from world mythology,Gods,38651,138,77,35,0.286,design bible gold water railroad coins ages roads car model,,,,,,,,
979,Montlake an urban Eden a history of the Montlake Community of Seattle,Seattle Wash History,38652,280,107,8,0.667,history seattle wash people sources building natural heritage historic community,,,,,,,,
629,New cars trucks buyers guide,Trucks Purchasing Periodicals,38653,40,101,25,0.333,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
929,Descendants of Thomas Marshall Bedford Co Va plus Hix Owen Nicholson related families,Marshall family,38653,1,72,19,0.364,family including present account records thomas time day times materials,,,,,,,,
640,Best buys for your home,Television Equipment and supplies Purchasing,38654,114,92,22,0.4,report south europe equipment st study mental cultural planning supplies,,,,,,,,
494,Teach yourself Turkish,Turkish language Grammar,38654,12,73,36,0.5,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
391,complete history of costume fashion from ancient Egypt to the present day,Costume Egypt History,38654,364,89,23,0.333,history england britain union costume ireland fashion london germany soviet,,,,,,,,
979,Alaska almanac facts about Alaska,Alaska Periodicals,38654,21,139,11,0.5,story alaska california description economic travel guidebooks social aspects conditions,,,,,,,,
597,Firefly encyclopedia of reptiles and amphibians,Reptiles Encyclopedias,38655,278,64,14,0.5,periodicals japanese japan james notes ship index information symbols psychology,,,,,,,,
891,Znamia,Russian literature Periodicals,38656,588,65,14,0.5,periodicals japanese japan james notes ship index information symbols psychology,,,,,,,,
891,Inostrannaia literatura,Literature Periodicals,38656,2180,65,14,0.5,periodicals japanese japan james notes ship index information symbols psychology,,,,,,,,
623,Final cut the post war B 17 flying fortress the survivors,B 17 bomber History,38656,16,135,16,0.429,great book medicine british birds catalogue lake medical wood exhibitions,,,,,,,,
133,tree the complete book of Saxon witchcraft,Witchcraft England,38656,6,331,8,0.333,history seattle wash people sources building natural heritage historic community,,,,,,,,
332,McMillan on options,Options Finance,38656,18,63,32,0.333,war world civil photography operations ii artistic naval german aerial,,,,,,,,
971,Old North Esk on the Miramichi,Northesk N B History,38656,8,91,13,0.75,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
917,Olympic Mountains trail guide national park and national forest detailed descriptions of all constructed and way trails in the Olympic Mountains maintained and not maintained,Hiking Washington State Olympic Mountains Guidebooks,38656,2136,73,11,0.3,story alaska california description economic travel guidebooks social aspects conditions,,,,,,,,
230,New 20th century encyclopedia of religious knowledge,Theology History 20th century Encyclopedias,38656,2,65,18,0.25,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
611,anatomical dissertation upon the movement of the heart and blood in animals being a statement of the discovery of the circulation of blood,Blood Circulation Early works to 1800,38656,1,70,3,0.333,works pictorial popular engineering code handbook motion clocks watches pictures,,,,,,,,
970,Atlas of the North American Indian,Indians of North America,38657,74,62,29,0.833,america north indians indian canada carolina oregon discovery railway territory,,,,,,,,
641,Cooking with artisan bread using rustic loaves for perfect crostini panini bruschetta flavorful stuffings and inventive main courses,Bread,38657,156,149,13,0.286,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
610,American Heritage Stedmans medical dictionary,Medicine Dictionaries,38657,132,66,36,0.4,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
508,natural history of Puget Sound country,Natural history Washington State Puget Sound Region,38657,656,105,31,0.7,washington state sound puget region resources mines plan high king,,,,,,,,
363,Food in society economy culture geography,Food,38657,36,122,37,0.2,history industry military food aircraft technology money events man franklin,,,,,,,,
658,Government giveaways for entrepreneurs IV,Economic assistance Domestic United States Handbooks manuals etc,38658,180,69,25,0.222,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
343,1994 Seattle energy code supplement to Washington State energy code 1994 first edition,Building laws Washington State Seattle,38658,2,71,31,0.308,washington state sound puget region resources mines plan high king,,,,,,,,
912,state of the U S A atlas the changing face of American life in maps and graphics,United States Maps,38658,3,83,18,0.4,american century literature painting maps collection photographs atlas sculpture poetry,,,,,,,,
658,Import export how to get started in international trade,New business enterprises Handbooks manuals etc,38658,345,63,25,0.286,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
973,From slavery to freedom a history of African Americans,African Americans History,38659,322,64,21,0.571,handbook african americans book automobiles systems electric engineering standards black,,,,,,,,
623,Fifty wooden boats a catalog of building plans,Wooden boats Catalogs,38659,60,89,2,0.429,business reference modern church construction management small industrial practical boats,,,,,,,,
779,Callahan,Photography Artistic,38659,168,68,25,0.5,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
378,How to go to college almost for free the secrets of winning scholarship money,Scholarships United States Handbooks manuals etc,38660,242,66,25,0.182,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
631,Rodale book of composting,Compost,38660,7,139,20,0.5,guide directories arts juvenile colleges rules student administration aid universities,,,,,,,,
808,MLA style manual and guide to scholarly publishing,Authorship Style manuals,38660,144,81,25,0.286,manuals handbooks repair manual maintenance automobile models service cc trucks,,,,,,,,
581,Plants of the Pacific Northwest coast Washington Oregon British Columbia Alaska,Plants British Columbia Pacific Coast Identification,38660,1638,67,13,0.643,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
784,International encyclopedia of hard rock heavy metal,Rock groups,38660,9,87,6,0.5,river valley story roman italian mexico egypt collection fishes identification,,,,,,,,
533,Spitfire the story of a famous fighter,World War 1939 1945 Aerial operations,38660,24,61,32,0.571,war world civil photography operations ii artistic naval german aerial,,,,,,,,
759,Albert Bierstadt art enterprise,Bierstadt Albert 1830 1902 Exhibitions,38661,98,254,17,0.6,books encyclopedia international western laws society system transport general relations,,,,,,,,
363,Green collar jobs working in the new Northwest,Northwest Pacific Economic conditions,38661,216,61,13,0.429,pacific northwest historical coast columbia oregon project names plants geography,,,,,,,,
929,Your name is your blessing Hebrew names and their mystical meanings,Gematria,38661,14,132,36,0.167,dictionaries english language dictionary terms mythology russian picture grammar classical,,,,,,,,
383,Scott standard postage stamp catalogue,Postage stamps Catalogs,38661,51119,58,17,0.5,books encyclopedia international western laws society system transport general relations,,,,,,,,
331,Sailors Union of the Pacific,Merchant mariners United States,38661,2,1537,12,0.4,states united law legislation infantry regiment constitution court supreme tax,,,,,,,,
